fastas,delta,ngen,ordering,kval
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz']",115094976.0,6,71,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz']",115575078.4,7,71,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz']",115902502.4,8,71,20
['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz'],109581043.2,1,72,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz']",111928652.8,2,72,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz']",113075865.6,3,72,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz']",113894336.0,4,72,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz']",114400332.8,5,72,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz']",115003558.4,6,72,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz']",115498611.2,7,72,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz']",115902502.4,8,72,20
['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz'],109560780.8,1,73,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz']",111894758.4,2,73,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz']",113096870.4,3,73,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz']",113932236.8,4,73,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz']",114582067.2,5,73,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz']",115017689.6,6,73,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz']",115498611.2,7,73,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz']",115902502.4,8,73,20
['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz'],109581043.2,1,74,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz']",111318630.4,2,74,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz']",112790387.2,3,74,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz']",113706214.4,4,74,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz']",114434572.8,5,74,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz']",115003558.4,6,74,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz']",115464563.2,7,74,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz']",115902502.4,8,74,20
['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz'],109605836.8,1,75,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz']",111859353.6,2,75,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz']",113078860.8,3,75,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz']",113896627.2,4,75,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz']",114575168.0,5,75,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz']",115095052.8,6,75,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz']",115464563.2,7,75,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz']",115902502.4,8,75,20
['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz'],109563136.0,1,76,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz']",111896358.4,2,76,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz']",113087411.2,3,76,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz']",113907545.6,4,76,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz']",114567961.6,5,76,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz']",115005721.6,6,76,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz']",115489612.8,7,76,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz']",115902502.4,8,76,20
['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz'],109602406.4,1,77,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz']",111949324.8,2,77,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz']",113155494.4,3,77,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz']",113933094.4,4,77,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz']",114434572.8,5,77,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz']",115003558.4,6,77,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz']",115498611.2,7,77,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz']",115902502.4,8,77,20
['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz'],109602406.4,1,78,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz']",111928204.8,2,78,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz']",113108659.2,3,78,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz']",113937395.2,4,78,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz']",114552704.0,5,78,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz']",115105164.8,6,78,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz']",115484889.6,7,78,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz']",115902502.4,8,78,20
['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz'],109560780.8,1,79,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz']",111912166.4,2,79,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz']",113062848.0,3,79,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz']",113886246.4,4,79,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz']",114531878.4,5,79,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz']",115080166.4,6,79,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz']",115562572.8,7,79,20
"['/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG02818_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_NA19240_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_1.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz', '/data/blangme2/jessica/HGSVC2/consensus/allvar_HG00733_2.fasta.gz']",115902502.4,8,79,20
['/data/blangme2/jessica/HGSVC2/consensus/allvar_HG03486_2.fasta.gz'],109602406.4,1,80,20
