"delta","ngen","ordering","kval","dataset"
122559513.6,46,51,20,"Pangenome"
122677542.4,47,51,20,"Pangenome"
122807052.8,48,51,20,"Pangenome"
122928780.8,49,51,20,"Pangenome"
123049625.6,50,51,20,"Pangenome"
123166745.6,51,51,20,"Pangenome"
123271731.2,52,51,20,"Pangenome"
123369536,53,51,20,"Pangenome"
123500428.8,54,51,20,"Pangenome"
123562867.2,55,51,20,"Pangenome"
123683660.8,56,51,20,"Pangenome"
109231628.8,1,52,20,"Pangenome"
111213030.4,2,52,20,"Pangenome"
112813312,3,52,20,"Pangenome"
113757593.6,4,52,20,"Pangenome"
114536409.6,5,52,20,"Pangenome"
115191974.4,6,52,20,"Pangenome"
115556697.6,7,52,20,"Pangenome"
116057369.6,8,52,20,"Pangenome"
116338112,9,52,20,"Pangenome"
116744396.8,10,52,20,"Pangenome"
117151872,11,52,20,"Pangenome"
117520921.6,12,52,20,"Pangenome"
117847936,13,52,20,"Pangenome"
118139072,14,52,20,"Pangenome"
118304396.8,15,52,20,"Pangenome"
118473920,16,52,20,"Pangenome"
118624870.4,17,52,20,"Pangenome"
118757747.2,18,52,20,"Pangenome"
118974374.4,19,52,20,"Pangenome"
119215360,20,52,20,"Pangenome"
119447948.8,21,52,20,"Pangenome"
119662540.8,22,52,20,"Pangenome"
119875891.2,23,52,20,"Pangenome"
120068582.4,24,52,20,"Pangenome"
120170483.2,25,52,20,"Pangenome"
120353395.2,26,52,20,"Pangenome"
120460569.6,27,52,20,"Pangenome"
120563481.6,28,52,20,"Pangenome"
120733516.8,29,52,20,"Pangenome"
120812249.6,30,52,20,"Pangenome"
120899084.8,31,52,20,"Pangenome"
120972800,32,52,20,"Pangenome"
121135500.8,33,52,20,"Pangenome"
121285107.2,34,52,20,"Pangenome"
121440102.4,35,52,20,"Pangenome"
121602368,36,52,20,"Pangenome"
121703705.6,37,52,20,"Pangenome"
121785267.2,38,52,20,"Pangenome"
121923417.6,39,52,20,"Pangenome"
122061440,40,52,20,"Pangenome"
122193612.8,41,52,20,"Pangenome"
122324121.6,42,52,20,"Pangenome"
122454924.8,43,52,20,"Pangenome"
122580531.2,44,52,20,"Pangenome"
122670643.2,45,52,20,"Pangenome"
122728012.8,46,52,20,"Pangenome"
122798412.8,47,52,20,"Pangenome"
122932441.6,48,52,20,"Pangenome"
123064345.6,49,52,20,"Pangenome"
123184576,50,52,20,"Pangenome"
123223283.2,51,52,20,"Pangenome"
123354137.6,52,52,20,"Pangenome"
123413875.2,53,52,20,"Pangenome"
123512000,54,52,20,"Pangenome"
123612006.4,55,52,20,"Pangenome"
123683660.8,56,52,20,"Pangenome"
109252915.2,1,53,20,"Pangenome"
111792908.8,2,53,20,"Pangenome"
113107929.6,3,53,20,"Pangenome"
113987763.2,4,53,20,"Pangenome"
114700633.6,5,53,20,"Pangenome"
115158937.6,6,53,20,"Pangenome"
115571750.4,7,53,20,"Pangenome"
116051878.4,8,53,20,"Pangenome"
116487001.6,9,53,20,"Pangenome"
116917529.6,10,53,20,"Pangenome"
117148774.4,11,53,20,"Pangenome"
117497625.6,12,53,20,"Pangenome"
117816089.6,13,53,20,"Pangenome"
118127372.8,14,53,20,"Pangenome"
118399270.4,15,53,20,"Pangenome"
118645222.4,16,53,20,"Pangenome"
118811955.2,17,53,20,"Pangenome"
119077836.8,18,53,20,"Pangenome"
119208934.4,19,53,20,"Pangenome"
119417344,20,53,20,"Pangenome"
119632166.4,21,53,20,"Pangenome"
119847731.2,22,53,20,"Pangenome"
120028979.2,23,53,20,"Pangenome"
120149964.8,24,53,20,"Pangenome"
120263718.4,25,53,20,"Pangenome"
120445312,26,53,20,"Pangenome"
120622758.4,27,53,20,"Pangenome"
120729651.2,28,53,20,"Pangenome"
120887488,29,53,20,"Pangenome"
121058304,30,53,20,"Pangenome"
121162201.6,31,53,20,"Pangenome"
121230489.6,32,53,20,"Pangenome"
121382566.4,33,53,20,"Pangenome"
121521408,34,53,20,"Pangenome"
121606054.4,35,53,20,"Pangenome"
121677772.8,36,53,20,"Pangenome"
121767142.4,37,53,20,"Pangenome"
121920857.6,38,53,20,"Pangenome"
122062886.4,39,53,20,"Pangenome"
122199718.4,40,53,20,"Pangenome"
122329267.2,41,53,20,"Pangenome"
122411712,42,53,20,"Pangenome"
122537344,43,53,20,"Pangenome"
122596505.6,44,53,20,"Pangenome"
122709734.4,45,53,20,"Pangenome"
122774233.6,46,53,20,"Pangenome"
122883443.2,47,53,20,"Pangenome"
122985088,48,53,20,"Pangenome"
123054348.8,49,53,20,"Pangenome"
123188774.4,50,53,20,"Pangenome"
123266675.2,51,53,20,"Pangenome"
123336179.2,52,53,20,"Pangenome"
123401369.6,53,53,20,"Pangenome"
123520716.8,54,53,20,"Pangenome"
123576166.4,55,53,20,"Pangenome"
123683660.8,56,53,20,"Pangenome"
109273971.2,1,54,20,"Pangenome"
111169548.8,2,54,20,"Pangenome"
112565683.2,3,54,20,"Pangenome"
113101542.4,4,54,20,"Pangenome"
113657318.4,5,54,20,"Pangenome"
114496524.8,6,54,20,"Pangenome"
115172134.4,7,54,20,"Pangenome"
115426278.4,8,54,20,"Pangenome"
115961497.6,9,54,20,"Pangenome"
116421644.8,10,54,20,"Pangenome"
116833254.4,11,54,20,"Pangenome"
117193292.8,12,54,20,"Pangenome"
117556019.2,13,54,20,"Pangenome"
117864332.8,14,54,20,"Pangenome"
118178009.6,15,54,20,"Pangenome"
118341299.2,16,54,20,"Pangenome"
118594419.2,17,54,20,"Pangenome"
118748889.6,18,54,20,"Pangenome"
118999142.4,19,54,20,"Pangenome"
119226956.8,20,54,20,"Pangenome"
119342374.4,21,54,20,"Pangenome"
119572057.6,22,54,20,"Pangenome"
119780364.8,23,54,20,"Pangenome"
119892800,24,54,20,"Pangenome"
119992268.8,25,54,20,"Pangenome"
120105766.4,26,54,20,"Pangenome"
120311449.6,27,54,20,"Pangenome"
120497843.2,28,54,20,"Pangenome"
120666073.6,29,54,20,"Pangenome"
120737126.4,30,54,20,"Pangenome"
120822412.8,31,54,20,"Pangenome"
120994406.4,32,54,20,"Pangenome"
121178355.2,33,54,20,"Pangenome"
121330931.2,34,54,20,"Pangenome"
121424716.8,35,54,20,"Pangenome"
121506022.4,36,54,20,"Pangenome"
121582233.6,37,54,20,"Pangenome"
121651225.6,38,54,20,"Pangenome"
121814016,39,54,20,"Pangenome"
121887347.2,40,54,20,"Pangenome"
122050572.8,41,54,20,"Pangenome"
122176678.4,42,54,20,"Pangenome"
122315187.2,43,54,20,"Pangenome"
122459532.8,44,54,20,"Pangenome"
122546867.2,45,54,20,"Pangenome"
122684070.4,46,54,20,"Pangenome"
122793958.4,47,54,20,"Pangenome"
122919654.4,48,54,20,"Pangenome"
122976089.6,49,54,20,"Pangenome"
123107392,50,54,20,"Pangenome"
123175308.8,51,54,20,"Pangenome"
123247168,52,54,20,"Pangenome"
123364403.2,53,54,20,"Pangenome"
123468300.8,54,54,20,"Pangenome"
123578073.6,55,54,20,"Pangenome"
123683660.8,56,54,20,"Pangenome"
109237273.6,1,55,20,"Pangenome"
111288537.6,2,55,20,"Pangenome"
112841728,3,55,20,"Pangenome"
113830694.4,4,55,20,"Pangenome"
114635596.8,5,55,20,"Pangenome"
115217126.4,6,55,20,"Pangenome"
115729088,7,55,20,"Pangenome"
116158016,8,55,20,"Pangenome"
116571865.6,9,55,20,"Pangenome"
116951193.6,10,55,20,"Pangenome"
117299379.2,11,55,20,"Pangenome"
117649920,12,55,20,"Pangenome"
117950579.2,13,55,20,"Pangenome"
118175539.2,14,55,20,"Pangenome"
118371238.4,15,55,20,"Pangenome"
118621056,16,55,20,"Pangenome"
118873024,17,55,20,"Pangenome"
119106675.2,18,55,20,"Pangenome"
119336320,19,55,20,"Pangenome"
119552064,20,55,20,"Pangenome"
119756185.6,21,55,20,"Pangenome"
119956249.6,22,55,20,"Pangenome"
120134054.4,23,55,20,"Pangenome"
120267609.6,24,55,20,"Pangenome"
120454297.6,25,55,20,"Pangenome"
120628160,26,55,20,"Pangenome"
120785344,27,55,20,"Pangenome"
120935142.4,28,55,20,"Pangenome"
121083993.6,29,55,20,"Pangenome"
121224985.6,30,55,20,"Pangenome"
121377894.4,31,55,20,"Pangenome"
121489446.4,32,55,20,"Pangenome"
121625971.2,33,55,20,"Pangenome"
121734694.4,34,55,20,"Pangenome"
121868672,35,55,20,"Pangenome"
121962048,36,55,20,"Pangenome"
122062374.4,37,55,20,"Pangenome"
122159961.6,38,55,20,"Pangenome"
122277184,39,55,20,"Pangenome"
122362022.4,40,55,20,"Pangenome"
122441049.6,41,55,20,"Pangenome"
122516108.8,42,55,20,"Pangenome"
122638822.4,43,55,20,"Pangenome"
122755404.8,44,55,20,"Pangenome"
122815654.4,45,55,20,"Pangenome"
122885900.8,46,55,20,"Pangenome"
122990208,47,55,20,"Pangenome"
123123686.4,48,55,20,"Pangenome"
123193216,49,55,20,"Pangenome"
123300915.2,50,55,20,"Pangenome"
123364582.4,51,55,20,"Pangenome"
123434227.2,52,55,20,"Pangenome"
123511577.6,53,55,20,"Pangenome"
123577996.8,54,55,20,"Pangenome"
123648268.8,55,55,20,"Pangenome"
123683660.8,56,55,20,"Pangenome"
109299520,1,56,20,"Pangenome"
111844697.6,2,56,20,"Pangenome"
113142720,3,56,20,"Pangenome"
113889126.4,4,56,20,"Pangenome"
114638886.4,5,56,20,"Pangenome"
115070464,6,56,20,"Pangenome"
115629440,7,56,20,"Pangenome"
116068364.8,8,56,20,"Pangenome"
116379891.2,9,56,20,"Pangenome"
116728947.2,10,56,20,"Pangenome"
116949644.8,11,56,20,"Pangenome"
117162099.2,12,56,20,"Pangenome"
117516582.4,13,56,20,"Pangenome"
117843072,14,56,20,"Pangenome"
118001536,15,56,20,"Pangenome"
118304409.6,16,56,20,"Pangenome"
118439283.2,17,56,20,"Pangenome"
118586432,18,56,20,"Pangenome"
118850137.6,19,56,20,"Pangenome"
119091212.8,20,56,20,"Pangenome"
119213337.6,21,56,20,"Pangenome"
119446784,22,56,20,"Pangenome"
119558579.2,23,56,20,"Pangenome"
119663142.4,24,56,20,"Pangenome"
119751564.8,25,56,20,"Pangenome"
119956876.8,26,56,20,"Pangenome"
120158758.4,27,56,20,"Pangenome"
120242009.6,28,56,20,"Pangenome"
120310323.2,29,56,20,"Pangenome"
120383052.8,30,56,20,"Pangenome"
120469926.4,31,56,20,"Pangenome"
120658777.6,32,56,20,"Pangenome"
120862387.2,33,56,20,"Pangenome"
121027097.6,34,56,20,"Pangenome"
121215206.4,35,56,20,"Pangenome"
121378112,36,56,20,"Pangenome"
121533158.4,37,56,20,"Pangenome"
121577280,38,56,20,"Pangenome"
121640870.4,39,56,20,"Pangenome"
121795161.6,40,56,20,"Pangenome"
121955072,41,56,20,"Pangenome"
122100544,42,56,20,"Pangenome"
122229120,43,56,20,"Pangenome"
122359718.4,44,56,20,"Pangenome"
122489651.2,45,56,20,"Pangenome"
122561420.8,46,56,20,"Pangenome"
122678387.2,47,56,20,"Pangenome"
122811494.4,48,56,20,"Pangenome"
122957248,49,56,20,"Pangenome"
123032870.4,50,56,20,"Pangenome"
123162508.8,51,56,20,"Pangenome"
123276160,52,56,20,"Pangenome"
123394662.4,53,56,20,"Pangenome"
123462617.6,54,56,20,"Pangenome"
123566720,55,56,20,"Pangenome"
123683660.8,56,56,20,"Pangenome"
109248563.2,1,57,20,"Pangenome"
111764531.2,2,57,20,"Pangenome"
113077388.8,3,57,20,"Pangenome"
113956454.4,4,57,20,"Pangenome"
114575513.6,5,57,20,"Pangenome"
115188339.2,6,57,20,"Pangenome"
115701235.2,7,57,20,"Pangenome"
116153715.2,8,57,20,"Pangenome"
116447116.8,9,57,20,"Pangenome"
116877312,10,57,20,"Pangenome"
117237465.6,11,57,20,"Pangenome"
117454848,12,57,20,"Pangenome"
117638067.2,13,57,20,"Pangenome"
117955558.4,14,57,20,"Pangenome"
118227776,15,57,20,"Pangenome"
118385792,16,57,20,"Pangenome"
118672422.4,17,57,20,"Pangenome"
118941913.6,18,57,20,"Pangenome"
119088883.2,19,57,20,"Pangenome"
119211174.4,20,57,20,"Pangenome"
119440844.8,21,57,20,"Pangenome"
119680947.2,22,57,20,"Pangenome"
119793536,23,57,20,"Pangenome"
119987993.6,24,57,20,"Pangenome"
120089484.8,25,57,20,"Pangenome"
120195737.6,26,57,20,"Pangenome"
120299238.4,27,57,20,"Pangenome"
120495705.6,28,57,20,"Pangenome"
120683008,29,57,20,"Pangenome"
120766732.8,30,57,20,"Pangenome"
120856371.2,31,57,20,"Pangenome"
121006259.2,32,57,20,"Pangenome"
121095308.8,33,57,20,"Pangenome"
121253478.4,34,57,20,"Pangenome"
121304960,35,57,20,"Pangenome"
121384358.4,36,57,20,"Pangenome"
121540966.4,37,57,20,"Pangenome"
121702054.4,38,57,20,"Pangenome"
121858073.6,39,57,20,"Pangenome"
122003046.4,40,57,20,"Pangenome"
122143616,41,57,20,"Pangenome"
122197798.4,42,57,20,"Pangenome"
122349862.4,43,57,20,"Pangenome"
122482547.2,44,57,20,"Pangenome"
122600179.2,45,57,20,"Pangenome"
122677900.8,46,57,20,"Pangenome"
122812172.8,47,57,20,"Pangenome"
122947302.4,48,57,20,"Pangenome"
123007385.6,49,57,20,"Pangenome"
123108646.4,50,57,20,"Pangenome"
123185843.2,51,57,20,"Pangenome"
123295795.2,52,57,20,"Pangenome"
123400422.4,53,57,20,"Pangenome"
123500556.8,54,57,20,"Pangenome"
123621337.6,55,57,20,"Pangenome"
123683660.8,56,57,20,"Pangenome"
109306982.4,1,58,20,"Pangenome"
111620595.2,2,58,20,"Pangenome"
112622336,3,58,20,"Pangenome"
113270937.6,4,58,20,"Pangenome"
114230348.8,5,58,20,"Pangenome"
114881638.4,6,58,20,"Pangenome"
115252851.2,7,58,20,"Pangenome"
115525401.6,8,58,20,"Pangenome"
115778035.2,9,58,20,"Pangenome"
115957529.6,10,58,20,"Pangenome"
116471052.8,11,58,20,"Pangenome"
116907046.4,12,58,20,"Pangenome"
117070617.6,13,58,20,"Pangenome"
117197017.6,14,58,20,"Pangenome"
117362419.2,15,58,20,"Pangenome"
117719360,16,58,20,"Pangenome"
118044633.6,17,58,20,"Pangenome"
118187968,18,58,20,"Pangenome"
118296947.2,19,58,20,"Pangenome"
118586700.8,20,58,20,"Pangenome"
118876454.4,21,58,20,"Pangenome"
119152243.2,22,58,20,"Pangenome"
119388492.8,23,58,20,"Pangenome"
119630489.6,24,58,20,"Pangenome"
119848768,25,58,20,"Pangenome"
119950182.4,26,58,20,"Pangenome"
120145881.6,27,58,20,"Pangenome"
120342374.4,28,58,20,"Pangenome"
120400025.6,29,58,20,"Pangenome"
120598182.4,30,58,20,"Pangenome"
120783091.2,31,58,20,"Pangenome"
120956172.8,32,58,20,"Pangenome"
121119488,33,58,20,"Pangenome"
121264934.4,34,58,20,"Pangenome"
121430016,35,58,20,"Pangenome"
121519590.4,36,58,20,"Pangenome"
121669043.2,37,58,20,"Pangenome"
121804761.6,38,58,20,"Pangenome"
121965836.8,39,58,20,"Pangenome"
122109772.8,40,58,20,"Pangenome"
122238796.8,41,58,20,"Pangenome"
122356697.6,42,58,20,"Pangenome"
122430272,43,58,20,"Pangenome"
122552115.2,44,58,20,"Pangenome"
122677964.8,45,58,20,"Pangenome"
122750054.4,46,58,20,"Pangenome"
122819929.6,47,58,20,"Pangenome"
122967744,48,58,20,"Pangenome"
123088678.4,49,58,20,"Pangenome"
123212428.8,50,58,20,"Pangenome"
123269145.6,51,58,20,"Pangenome"
123326553.6,52,58,20,"Pangenome"
123397619.2,53,58,20,"Pangenome"
123507353.6,54,58,20,"Pangenome"
123617497.6,55,58,20,"Pangenome"
123683660.8,56,58,20,"Pangenome"
109282828.8,1,59,20,"Pangenome"
111320396.8,2,59,20,"Pangenome"
112853580.8,3,59,20,"Pangenome"
113506124.8,4,59,20,"Pangenome"
114298854.4,5,59,20,"Pangenome"
114690982.4,6,59,20,"Pangenome"
115349056,7,59,20,"Pangenome"
115900096,8,59,20,"Pangenome"
116367449.6,9,59,20,"Pangenome"
116601113.6,10,59,20,"Pangenome"
116808064,11,59,20,"Pangenome"
117176729.6,12,59,20,"Pangenome"
117541619.2,13,59,20,"Pangenome"
117853132.8,14,59,20,"Pangenome"
118145881.6,15,59,20,"Pangenome"
118399206.4,16,59,20,"Pangenome"
118655641.6,17,59,20,"Pangenome"
118797286.4,18,59,20,"Pangenome"
119077862.4,19,59,20,"Pangenome"
119294144,20,59,20,"Pangenome"
119421504,21,59,20,"Pangenome"
119518195.2,22,59,20,"Pangenome"
119721190.4,23,59,20,"Pangenome"
119826764.8,24,59,20,"Pangenome"
120027980.8,25,59,20,"Pangenome"
120222809.6,26,59,20,"Pangenome"
120429619.2,27,59,20,"Pangenome"
120582374.4,28,59,20,"Pangenome"
120683532.8,29,59,20,"Pangenome"
120860672,30,59,20,"Pangenome"
120953011.2,31,59,20,"Pangenome"
121124582.4,32,59,20,"Pangenome"
121296601.6,33,59,20,"Pangenome"
121442534.4,34,59,20,"Pangenome"
121553164.8,35,59,20,"Pangenome"
121645363.2,36,59,20,"Pangenome"
121698649.6,37,59,20,"Pangenome"
121851929.6,38,59,20,"Pangenome"
121989273.6,39,59,20,"Pangenome"
122123814.4,40,59,20,"Pangenome"
122251724.8,41,59,20,"Pangenome"
122344524.8,42,59,20,"Pangenome"
122411456,43,59,20,"Pangenome"
122540364.8,44,59,20,"Pangenome"
122674099.2,45,59,20,"Pangenome"
122748812.8,46,59,20,"Pangenome"
122826816,47,59,20,"Pangenome"
122886080,48,59,20,"Pangenome"
122999424,49,59,20,"Pangenome"
123122137.6,50,59,20,"Pangenome"
123233433.6,51,59,20,"Pangenome"
123344921.6,52,59,20,"Pangenome"
123403635.2,53,59,20,"Pangenome"
123522854.4,54,59,20,"Pangenome"
123630464,55,59,20,"Pangenome"
123683660.8,56,59,20,"Pangenome"
109271206.4,1,60,20,"Pangenome"
111838668.8,2,60,20,"Pangenome"
112923289.6,3,60,20,"Pangenome"
113592294.4,4,60,20,"Pangenome"
114417587.2,5,60,20,"Pangenome"
115069209.6,6,60,20,"Pangenome"
115409766.4,7,60,20,"Pangenome"
115935206.4,8,60,20,"Pangenome"
116218240,9,60,20,"Pangenome"
116680806.4,10,60,20,"Pangenome"
116885824,11,60,20,"Pangenome"
117230272,12,60,20,"Pangenome"
117544537.6,13,60,20,"Pangenome"
117705932.8,14,60,20,"Pangenome"
117848550.4,15,60,20,"Pangenome"
117984294.4,16,60,20,"Pangenome"
118299993.6,17,60,20,"Pangenome"
118432396.8,18,60,20,"Pangenome"
118714662.4,19,60,20,"Pangenome"
118841689.6,20,60,20,"Pangenome"
119126028.8,21,60,20,"Pangenome"
119390092.8,22,60,20,"Pangenome"
119611264,23,60,20,"Pangenome"
119825164.8,24,60,20,"Pangenome"
119938931.2,25,60,20,"Pangenome"
120176908.8,26,60,20,"Pangenome"
120371712,27,60,20,"Pangenome"
120437568,28,60,20,"Pangenome"
120627174.4,29,60,20,"Pangenome"
120814246.4,30,60,20,"Pangenome"
121003456,31,60,20,"Pangenome"
121172876.8,32,60,20,"Pangenome"
121305587.2,33,60,20,"Pangenome"
121458892.8,34,60,20,"Pangenome"
121554931.2,35,60,20,"Pangenome"
121703436.8,36,60,20,"Pangenome"
121849996.8,37,60,20,"Pangenome"
121908672,38,60,20,"Pangenome"
122034240,39,60,20,"Pangenome"
122169510.4,40,60,20,"Pangenome"
122295488,41,60,20,"Pangenome"
122422924.8,42,60,20,"Pangenome"
122506240,43,60,20,"Pangenome"
122625510.4,44,60,20,"Pangenome"
122739891.2,45,60,20,"Pangenome"
122860198.4,46,60,20,"Pangenome"
122934451.2,47,60,20,"Pangenome"
122997862.4,48,60,20,"Pangenome"
123101312,49,60,20,"Pangenome"
123162790.4,50,60,20,"Pangenome"
123272768,51,60,20,"Pangenome"
123383091.2,52,60,20,"Pangenome"
123452185.6,53,60,20,"Pangenome"
123516083.2,54,60,20,"Pangenome"
123566720,55,60,20,"Pangenome"
123683660.8,56,60,20,"Pangenome"
109282828.8,1,61,20,"Pangenome"
111630988.8,2,61,20,"Pangenome"
112654028.8,3,61,20,"Pangenome"
113292582.4,4,61,20,"Pangenome"
113755737.6,5,61,20,"Pangenome"
114578150.4,6,61,20,"Pangenome"
114901350.4,7,61,20,"Pangenome"
115503180.8,8,61,20,"Pangenome"
115991731.2,9,61,20,"Pangenome"
116486297.6,10,61,20,"Pangenome"
116855948.8,11,61,20,"Pangenome"
117232870.4,12,61,20,"Pangenome"
117427238.4,13,61,20,"Pangenome"
117591526.4,14,61,20,"Pangenome"
117943795.2,15,61,20,"Pangenome"
118214630.4,16,61,20,"Pangenome"
118350118.4,17,61,20,"Pangenome"
118619929.6,18,61,20,"Pangenome"
118724889.6,19,61,20,"Pangenome"
119002368,20,61,20,"Pangenome"
119116838.4,21,61,20,"Pangenome"
119349900.8,22,61,20,"Pangenome"
119578611.2,23,61,20,"Pangenome"
119681945.6,24,61,20,"Pangenome"
119898880,25,61,20,"Pangenome"
120003520,26,61,20,"Pangenome"
120191628.8,27,61,20,"Pangenome"
120256128,28,61,20,"Pangenome"
120471027.2,29,61,20,"Pangenome"
120651033.6,30,61,20,"Pangenome"
120830400,31,61,20,"Pangenome"
120997363.2,32,61,20,"Pangenome"
121172851.2,33,61,20,"Pangenome"
121242585.6,34,61,20,"Pangenome"
121402572.8,35,61,20,"Pangenome"
121571187.2,36,61,20,"Pangenome"
121669171.2,37,61,20,"Pangenome"
121747660.8,38,61,20,"Pangenome"
121824384,39,61,20,"Pangenome"
121964518.4,40,61,20,"Pangenome"
122100659.2,41,61,20,"Pangenome"
122166451.2,42,61,20,"Pangenome"
122246259.2,43,61,20,"Pangenome"
122396915.2,44,61,20,"Pangenome"
122468096,45,61,20,"Pangenome"
122598540.8,46,61,20,"Pangenome"
122723763.2,47,61,20,"Pangenome"
122840281.6,48,61,20,"Pangenome"
122956044.8,49,61,20,"Pangenome"
123031168,50,61,20,"Pangenome"
123097318.4,51,61,20,"Pangenome"
123219891.2,52,61,20,"Pangenome"
123340454.4,53,61,20,"Pangenome"
123461900.8,54,61,20,"Pangenome"
123570803.2,55,61,20,"Pangenome"
123683660.8,56,61,20,"Pangenome"
109258483.2,1,62,20,"Pangenome"
111830156.8,2,62,20,"Pangenome"
113105484.8,3,62,20,"Pangenome"
114029568,4,62,20,"Pangenome"
114727129.6,5,62,20,"Pangenome"
115287219.2,6,62,20,"Pangenome"
115772108.8,7,62,20,"Pangenome"
116163916.8,8,62,20,"Pangenome"
116587161.6,9,62,20,"Pangenome"
116949696,10,62,20,"Pangenome"
117234278.4,11,62,20,"Pangenome"
117467315.2,12,62,20,"Pangenome"
117672563.2,13,62,20,"Pangenome"
117983449.6,14,62,20,"Pangenome"
118282304,15,62,20,"Pangenome"
118538508.8,16,62,20,"Pangenome"
118758848,17,62,20,"Pangenome"
118905971.2,18,62,20,"Pangenome"
119129932.8,19,62,20,"Pangenome"
119361792,20,62,20,"Pangenome"
119494912,21,62,20,"Pangenome"
119700774.4,22,62,20,"Pangenome"
119825331.2,23,62,20,"Pangenome"
120036544,24,62,20,"Pangenome"
120164403.2,25,62,20,"Pangenome"
120346508.8,26,62,20,"Pangenome"
120459251.2,27,62,20,"Pangenome"
120663462.4,28,62,20,"Pangenome"
120730777.6,29,62,20,"Pangenome"
120899737.6,30,62,20,"Pangenome"
121079283.2,31,62,20,"Pangenome"
121234137.6,32,62,20,"Pangenome"
121313830.4,33,62,20,"Pangenome"
121462502.4,34,62,20,"Pangenome"
121624384,35,62,20,"Pangenome"
121717900.8,36,62,20,"Pangenome"
121855603.2,37,62,20,"Pangenome"
121998656,38,62,20,"Pangenome"
122060083.2,39,62,20,"Pangenome"
122139187.2,40,62,20,"Pangenome"
122200678.4,41,62,20,"Pangenome"
122335065.6,42,62,20,"Pangenome"
122406950.4,43,62,20,"Pangenome"
122551449.6,44,62,20,"Pangenome"
122673011.2,45,62,20,"Pangenome"
122751360,46,62,20,"Pangenome"
122864256,47,62,20,"Pangenome"
122932249.6,48,62,20,"Pangenome"
123040550.4,49,62,20,"Pangenome"
123101376,50,62,20,"Pangenome"
123227289.6,51,62,20,"Pangenome"
123338201.6,52,62,20,"Pangenome"
123441408,53,62,20,"Pangenome"
123545113.6,54,62,20,"Pangenome"
123621337.6,55,62,20,"Pangenome"
123683660.8,56,62,20,"Pangenome"
109268761.6,1,63,20,"Pangenome"
111342822.4,2,63,20,"Pangenome"
112854489.6,3,63,20,"Pangenome"
113877644.8,4,63,20,"Pangenome"
114643276.8,5,63,20,"Pangenome"
115074176,6,63,20,"Pangenome"
115603289.6,7,63,20,"Pangenome"
116064499.2,8,63,20,"Pangenome"
116366976,9,63,20,"Pangenome"
116773504,10,63,20,"Pangenome"
117117312,11,63,20,"Pangenome"
117335859.2,12,63,20,"Pangenome"
117527065.6,13,63,20,"Pangenome"
117825676.8,14,63,20,"Pangenome"
117982028.8,15,63,20,"Pangenome"
118152627.2,16,63,20,"Pangenome"
118412544,17,63,20,"Pangenome"
118517478.4,18,63,20,"Pangenome"
118771776,19,63,20,"Pangenome"
119010585.6,20,63,20,"Pangenome"
119235507.2,21,63,20,"Pangenome"
119367360,22,63,20,"Pangenome"
119609318.4,23,63,20,"Pangenome"
119804505.6,24,63,20,"Pangenome"
119885081.6,25,63,20,"Pangenome"
119980134.4,26,63,20,"Pangenome"
120085568,27,63,20,"Pangenome"
120183065.6,28,63,20,"Pangenome"
120373478.4,29,63,20,"Pangenome"
120564505.6,30,63,20,"Pangenome"
120750323.2,31,63,20,"Pangenome"
120846924.8,32,63,20,"Pangenome"
120939328,33,63,20,"Pangenome"
121112524.8,34,63,20,"Pangenome"
121294156.8,35,63,20,"Pangenome"
121368678.4,36,63,20,"Pangenome"
121518182.4,37,63,20,"Pangenome"
121692108.8,38,63,20,"Pangenome"
121770278.4,39,63,20,"Pangenome"
121912627.2,40,63,20,"Pangenome"
122066969.6,41,63,20,"Pangenome"
122125286.4,42,63,20,"Pangenome"
122192128,43,63,20,"Pangenome"
122336704,44,63,20,"Pangenome"
122392243.2,45,63,20,"Pangenome"
122544473.6,46,63,20,"Pangenome"
122690521.6,47,63,20,"Pangenome"
122796851.2,48,63,20,"Pangenome"
122920716.8,49,63,20,"Pangenome"
123052377.6,50,63,20,"Pangenome"
123175628.8,51,63,20,"Pangenome"
123235276.8,52,63,20,"Pangenome"
123350118.4,53,63,20,"Pangenome"
123471411.2,54,63,20,"Pangenome"
123581542.4,55,63,20,"Pangenome"
123683660.8,56,63,20,"Pangenome"
109293081.6,1,64,20,"Pangenome"
111774873.6,2,64,20,"Pangenome"
113076544,3,64,20,"Pangenome"
113975040,4,64,20,"Pangenome"
114549734.4,5,64,20,"Pangenome"
114992960,6,64,20,"Pangenome"
115353587.2,7,64,20,"Pangenome"
115620646.4,8,64,20,"Pangenome"
116130355.2,9,64,20,"Pangenome"
116309721.6,10,64,20,"Pangenome"
116725632,11,64,20,"Pangenome"
116914649.6,12,64,20,"Pangenome"
117296409.6,13,64,20,"Pangenome"
117639859.2,14,64,20,"Pangenome"
117955200,15,64,20,"Pangenome"
118248038.4,16,64,20,"Pangenome"
118506713.6,17,64,20,"Pangenome"
118641344,18,64,20,"Pangenome"
118774886.4,19,64,20,"Pangenome"
118984921.6,20,64,20,"Pangenome"
119106304,21,64,20,"Pangenome"
119351488,22,64,20,"Pangenome"
119604697.6,23,64,20,"Pangenome"
119721510.4,24,64,20,"Pangenome"
119826176,25,64,20,"Pangenome"
119903334.4,26,64,20,"Pangenome"
120102220.8,27,64,20,"Pangenome"
120305254.4,28,64,20,"Pangenome"
120489881.6,29,64,20,"Pangenome"
