"delta","ngen","ordering","kval","dataset"
119533068.8,22,26,20,"Pangenome"
119648537.6,23,26,20,"Pangenome"
119754752,24,26,20,"Pangenome"
119856486.4,25,26,20,"Pangenome"
120054886.4,26,26,20,"Pangenome"
120251968,27,26,20,"Pangenome"
120457958.4,28,26,20,"Pangenome"
120649152,29,26,20,"Pangenome"
120825548.8,30,26,20,"Pangenome"
120990220.8,31,26,20,"Pangenome"
121165452.8,32,26,20,"Pangenome"
121255040,33,26,20,"Pangenome"
121332377.6,34,26,20,"Pangenome"
121482342.4,35,26,20,"Pangenome"
121612710.4,36,26,20,"Pangenome"
121693260.8,37,26,20,"Pangenome"
121840256,38,26,20,"Pangenome"
121979596.8,39,26,20,"Pangenome"
122026560,40,26,20,"Pangenome"
122092364.8,41,26,20,"Pangenome"
122223859.2,42,26,20,"Pangenome"
122360217.6,43,26,20,"Pangenome"
122429324.8,44,26,20,"Pangenome"
122512998.4,45,26,20,"Pangenome"
122663283.2,46,26,20,"Pangenome"
122728409.6,47,26,20,"Pangenome"
122795968,48,26,20,"Pangenome"
122917721.6,49,26,20,"Pangenome"
123034611.2,50,26,20,"Pangenome"
123156608,51,26,20,"Pangenome"
123263961.6,52,26,20,"Pangenome"
123386073.6,53,26,20,"Pangenome"
123462028.8,54,26,20,"Pangenome"
123562867.2,55,26,20,"Pangenome"
123683660.8,56,26,20,"Pangenome"
109306982.4,1,27,20,"Pangenome"
111797939.2,2,27,20,"Pangenome"
112998732.8,3,27,20,"Pangenome"
113617907.2,4,27,20,"Pangenome"
114429811.2,5,27,20,"Pangenome"
114797772.8,6,27,20,"Pangenome"
115409459.2,7,27,20,"Pangenome"
115948940.8,8,27,20,"Pangenome"
116282816,9,27,20,"Pangenome"
116682227.2,10,27,20,"Pangenome"
116879564.8,11,27,20,"Pangenome"
117245196.8,12,27,20,"Pangenome"
117558182.4,13,27,20,"Pangenome"
117756979.2,14,27,20,"Pangenome"
117939942.4,15,27,20,"Pangenome"
118085811.2,16,27,20,"Pangenome"
118370227.2,17,27,20,"Pangenome"
118672102.4,18,27,20,"Pangenome"
118918476.8,19,27,20,"Pangenome"
119048972.8,20,27,20,"Pangenome"
119285158.4,21,27,20,"Pangenome"
119534924.8,22,27,20,"Pangenome"
119632768,23,27,20,"Pangenome"
119840371.2,24,27,20,"Pangenome"
120052723.2,25,27,20,"Pangenome"
120154048,26,27,20,"Pangenome"
120335526.4,27,27,20,"Pangenome"
120525068.8,28,27,20,"Pangenome"
120613171.2,29,27,20,"Pangenome"
120785344,30,27,20,"Pangenome"
120853427.2,31,27,20,"Pangenome"
121038220.8,32,27,20,"Pangenome"
121195340.8,33,27,20,"Pangenome"
121356275.2,34,27,20,"Pangenome"
121445068.8,35,27,20,"Pangenome"
121520768,36,27,20,"Pangenome"
121601369.6,37,27,20,"Pangenome"
121767820.8,38,27,20,"Pangenome"
121845772.8,39,27,20,"Pangenome"
121996006.4,40,27,20,"Pangenome"
122131865.6,41,27,20,"Pangenome"
122199488,42,27,20,"Pangenome"
122329728,43,27,20,"Pangenome"
122483008,44,27,20,"Pangenome"
122622259.2,45,27,20,"Pangenome"
122739148.8,46,27,20,"Pangenome"
122863219.2,47,27,20,"Pangenome"
122985881.6,48,27,20,"Pangenome"
123096012.8,49,27,20,"Pangenome"
123155225.6,50,27,20,"Pangenome"
123219891.2,51,27,20,"Pangenome"
123289996.8,52,27,20,"Pangenome"
123411929.6,53,27,20,"Pangenome"
123462259.2,54,27,20,"Pangenome"
123577036.8,55,27,20,"Pangenome"
123683660.8,56,27,20,"Pangenome"
109293081.6,1,28,20,"Pangenome"
111770483.2,2,28,20,"Pangenome"
113036083.2,3,28,20,"Pangenome"
113952742.4,4,28,20,"Pangenome"
114595673.6,5,28,20,"Pangenome"
115213414.4,6,28,20,"Pangenome"
115771276.8,7,28,20,"Pangenome"
116254144,8,28,20,"Pangenome"
116670310.4,9,28,20,"Pangenome"
117038336,10,28,20,"Pangenome"
117375948.8,11,28,20,"Pangenome"
117627904,12,28,20,"Pangenome"
117933337.6,13,28,20,"Pangenome"
118204953.6,14,28,20,"Pangenome"
118490854.4,15,28,20,"Pangenome"
118722291.2,16,28,20,"Pangenome"
118905088,17,28,20,"Pangenome"
119135974.4,18,28,20,"Pangenome"
119292480,19,28,20,"Pangenome"
119505638.4,20,28,20,"Pangenome"
119728537.6,21,28,20,"Pangenome"
119865292.8,22,28,20,"Pangenome"
119976537.6,23,28,20,"Pangenome"
120090214.4,24,28,20,"Pangenome"
120202803.2,25,28,20,"Pangenome"
120380979.2,26,28,20,"Pangenome"
120467136,27,28,20,"Pangenome"
120647974.4,28,28,20,"Pangenome"
120818406.4,29,28,20,"Pangenome"
120918592,30,28,20,"Pangenome"
121007219.2,31,28,20,"Pangenome"
121093504,32,28,20,"Pangenome"
121170240,33,28,20,"Pangenome"
121225433.6,34,28,20,"Pangenome"
121336230.4,35,28,20,"Pangenome"
121495603.2,36,28,20,"Pangenome"
121656563.2,37,28,20,"Pangenome"
121746841.6,38,28,20,"Pangenome"
121882828.8,39,28,20,"Pangenome"
121957568,40,28,20,"Pangenome"
122100684.8,41,28,20,"Pangenome"
122186009.6,42,28,20,"Pangenome"
122318028.8,43,28,20,"Pangenome"
122462169.6,44,28,20,"Pangenome"
122586560,45,28,20,"Pangenome"
122660339.2,46,28,20,"Pangenome"
122738457.6,47,28,20,"Pangenome"
122879155.2,48,28,20,"Pangenome"
122993126.4,49,28,20,"Pangenome"
123105664,50,28,20,"Pangenome"
123219814.4,51,28,20,"Pangenome"
123280550.4,52,28,20,"Pangenome"
123403481.6,53,28,20,"Pangenome"
123501452.8,54,28,20,"Pangenome"
123612006.4,55,28,20,"Pangenome"
123683660.8,56,28,20,"Pangenome"
109363289.6,1,29,20,"Pangenome"
111813760,2,29,20,"Pangenome"
113059571.2,3,29,20,"Pangenome"
113785049.6,4,29,20,"Pangenome"
114593356.8,5,29,20,"Pangenome"
114991744,6,29,20,"Pangenome"
115559692.8,7,29,20,"Pangenome"
115860236.8,8,29,20,"Pangenome"
116337804.8,9,29,20,"Pangenome"
116772646.4,10,29,20,"Pangenome"
117007052.8,11,29,20,"Pangenome"
117370995.2,12,29,20,"Pangenome"
117550297.6,13,29,20,"Pangenome"
117881113.6,14,29,20,"Pangenome"
118181926.4,15,29,20,"Pangenome"
118337958.4,16,29,20,"Pangenome"
118500019.2,17,29,20,"Pangenome"
118633984,18,29,20,"Pangenome"
118897536,19,29,20,"Pangenome"
119147724.8,20,29,20,"Pangenome"
119369753.6,21,29,20,"Pangenome"
119456614.4,22,29,20,"Pangenome"
119665088,23,29,20,"Pangenome"
119776460.8,24,29,20,"Pangenome"
119881011.2,25,29,20,"Pangenome"
120078323.2,26,29,20,"Pangenome"
120156121.6,27,29,20,"Pangenome"
120241062.4,28,29,20,"Pangenome"
120436480,29,29,20,"Pangenome"
120625676.8,30,29,20,"Pangenome"
120703910.4,31,29,20,"Pangenome"
120880268.8,32,29,20,"Pangenome"
120925516.8,33,29,20,"Pangenome"
121017664,34,29,20,"Pangenome"
121202739.2,35,29,20,"Pangenome"
121356057.6,36,29,20,"Pangenome"
121508326.4,37,29,20,"Pangenome"
121593075.2,38,29,20,"Pangenome"
121728857.6,39,29,20,"Pangenome"
121888192,40,29,20,"Pangenome"
122046694.4,41,29,20,"Pangenome"
122166105.6,42,29,20,"Pangenome"
122322764.8,43,29,20,"Pangenome"
122457561.6,44,29,20,"Pangenome"
122587878.4,45,29,20,"Pangenome"
122650636.8,46,29,20,"Pangenome"
122734617.6,47,29,20,"Pangenome"
122804134.4,48,29,20,"Pangenome"
122930880,49,29,20,"Pangenome"
123064102.4,50,29,20,"Pangenome"
123175449.6,51,29,20,"Pangenome"
123240819.2,52,29,20,"Pangenome"
123371584,53,29,20,"Pangenome"
123478400,54,29,20,"Pangenome"
123590387.2,55,29,20,"Pangenome"
123683660.8,56,29,20,"Pangenome"
109314764.8,1,30,20,"Pangenome"
111821248,2,30,20,"Pangenome"
113109875.2,3,30,20,"Pangenome"
113963276.8,4,30,20,"Pangenome"
114690739.2,5,30,20,"Pangenome"
115287078.4,6,30,20,"Pangenome"
115705216,7,30,20,"Pangenome"
116168358.4,8,30,20,"Pangenome"
116483072,9,30,20,"Pangenome"
116885926.4,10,30,20,"Pangenome"
117123916.8,11,30,20,"Pangenome"
117432256,12,30,20,"Pangenome"
117740134.4,13,30,20,"Pangenome"
118041280,14,30,20,"Pangenome"
118312256,15,30,20,"Pangenome"
118510489.6,16,30,20,"Pangenome"
118662400,17,30,20,"Pangenome"
118907750.4,18,30,20,"Pangenome"
119140044.8,19,30,20,"Pangenome"
119386764.8,20,30,20,"Pangenome"
119503462.4,21,30,20,"Pangenome"
119720947.2,22,30,20,"Pangenome"
119849574.4,23,30,20,"Pangenome"
119966720,24,30,20,"Pangenome"
120152844.8,25,30,20,"Pangenome"
120346521.6,26,30,20,"Pangenome"
120418048,27,30,20,"Pangenome"
120610163.2,28,30,20,"Pangenome"
120795136,29,30,20,"Pangenome"
120945881.6,30,30,20,"Pangenome"
121041113.6,31,30,20,"Pangenome"
121126233.6,32,30,20,"Pangenome"
121298944,33,30,20,"Pangenome"
121453388.8,34,30,20,"Pangenome"
121545689.6,35,30,20,"Pangenome"
121634892.8,36,30,20,"Pangenome"
121781004.8,37,30,20,"Pangenome"
121901209.6,38,30,20,"Pangenome"
121977075.2,39,30,20,"Pangenome"
122071667.2,40,30,20,"Pangenome"
122216678.4,41,30,20,"Pangenome"
122354432,42,30,20,"Pangenome"
122475558.4,43,30,20,"Pangenome"
122557094.4,44,30,20,"Pangenome"
122705920,45,30,20,"Pangenome"
122773952,46,30,20,"Pangenome"
122849049.6,47,30,20,"Pangenome"
122965286.4,48,30,20,"Pangenome"
123068044.8,49,30,20,"Pangenome"
123134259.2,50,30,20,"Pangenome"
123199462.4,51,30,20,"Pangenome"
123305177.6,52,30,20,"Pangenome"
123416896,53,30,20,"Pangenome"
123470297.6,54,30,20,"Pangenome"
123571596.8,55,30,20,"Pangenome"
123683660.8,56,30,20,"Pangenome"
109237273.6,1,31,20,"Pangenome"
111670272,2,31,20,"Pangenome"
112680332.8,3,31,20,"Pangenome"
113325542.4,4,31,20,"Pangenome"
113833177.6,5,31,20,"Pangenome"
114662758.4,6,31,20,"Pangenome"
115325593.6,7,31,20,"Pangenome"
115898112,8,31,20,"Pangenome"
116393920,9,31,20,"Pangenome"
116801433.6,10,31,20,"Pangenome"
117162214.4,11,31,20,"Pangenome"
117496665.6,12,31,20,"Pangenome"
117812864,13,31,20,"Pangenome"
117989952,14,31,20,"Pangenome"
118154944,15,31,20,"Pangenome"
118435187.2,16,31,20,"Pangenome"
118592921.6,17,31,20,"Pangenome"
118741017.6,18,31,20,"Pangenome"
118856051.2,19,31,20,"Pangenome"
118961011.2,20,31,20,"Pangenome"
119080499.2,21,31,20,"Pangenome"
119319014.4,22,31,20,"Pangenome"
119542464,23,31,20,"Pangenome"
119610521.6,24,31,20,"Pangenome"
119836492.8,25,31,20,"Pangenome"
120047513.6,26,31,20,"Pangenome"
120244684.8,27,31,20,"Pangenome"
120432844.8,28,31,20,"Pangenome"
120527859.2,29,31,20,"Pangenome"
120698470.4,30,31,20,"Pangenome"
120876121.6,31,31,20,"Pangenome"
120959219.2,32,31,20,"Pangenome"
121049548.8,33,31,20,"Pangenome"
121232588.8,34,31,20,"Pangenome"
121322572.8,35,31,20,"Pangenome"
121492057.6,36,31,20,"Pangenome"
121638451.2,37,31,20,"Pangenome"
121800793.6,38,31,20,"Pangenome"
121943513.6,39,31,20,"Pangenome"
122073689.6,40,31,20,"Pangenome"
122148864,41,31,20,"Pangenome"
122281612.8,42,31,20,"Pangenome"
122360051.2,43,31,20,"Pangenome"
122498291.2,44,31,20,"Pangenome"
122624652.8,45,31,20,"Pangenome"
122749926.4,46,31,20,"Pangenome"
122863769.6,47,31,20,"Pangenome"
122925619.2,48,31,20,"Pangenome"
123046080,49,31,20,"Pangenome"
123150438.4,50,31,20,"Pangenome"
123221990.4,51,31,20,"Pangenome"
123289280,52,31,20,"Pangenome"
123413132.8,53,31,20,"Pangenome"
123509401.6,54,31,20,"Pangenome"
123620160,55,31,20,"Pangenome"
123683660.8,56,31,20,"Pangenome"
109344051.2,1,32,20,"Pangenome"
111821337.6,2,32,20,"Pangenome"
113087820.8,3,32,20,"Pangenome"
114007142.4,4,32,20,"Pangenome"
114693465.6,5,32,20,"Pangenome"
115282944,6,32,20,"Pangenome"
115783859.2,7,32,20,"Pangenome"
116146816,8,32,20,"Pangenome"
116577561.6,9,32,20,"Pangenome"
116856396.8,10,32,20,"Pangenome"
117207385.6,11,32,20,"Pangenome"
117545280,12,32,20,"Pangenome"
117727731.2,13,32,20,"Pangenome"
117916249.6,14,32,20,"Pangenome"
118207692.8,15,32,20,"Pangenome"
118480537.6,16,32,20,"Pangenome"
118633984,17,32,20,"Pangenome"
118885977.6,18,32,20,"Pangenome"
119032140.8,19,32,20,"Pangenome"
119261376,20,32,20,"Pangenome"
119394163.2,21,32,20,"Pangenome"
119525798.4,22,32,20,"Pangenome"
119730483.2,23,32,20,"Pangenome"
119833843.2,24,32,20,"Pangenome"
120060633.6,25,32,20,"Pangenome"
120268992,26,32,20,"Pangenome"
120369459.2,27,32,20,"Pangenome"
120566092.8,28,32,20,"Pangenome"
120742131.2,29,32,20,"Pangenome"
120898252.8,30,32,20,"Pangenome"
120992332.8,31,32,20,"Pangenome"
121084620.8,32,32,20,"Pangenome"
121254297.6,33,32,20,"Pangenome"
121399731.2,34,32,20,"Pangenome"
121496614.4,35,32,20,"Pangenome"
121640742.4,36,32,20,"Pangenome"
121791129.6,37,32,20,"Pangenome"
121926771.2,38,32,20,"Pangenome"
122066176,39,32,20,"Pangenome"
122197657.6,40,32,20,"Pangenome"
122275264,41,32,20,"Pangenome"
122350361.6,42,32,20,"Pangenome"
122478451.2,43,32,20,"Pangenome"
122559488,44,32,20,"Pangenome"
122622003.2,45,32,20,"Pangenome"
122743321.6,46,32,20,"Pangenome"
122795878.4,47,32,20,"Pangenome"
122919475.2,48,32,20,"Pangenome"
123050368,49,32,20,"Pangenome"
123170611.2,50,32,20,"Pangenome"
123282457.6,51,32,20,"Pangenome"
123407129.6,52,32,20,"Pangenome"
123474636.8,53,32,20,"Pangenome"
123510336,54,32,20,"Pangenome"
123573734.4,55,32,20,"Pangenome"
123683660.8,56,32,20,"Pangenome"
109268416,1,33,20,"Pangenome"
111797888,2,33,20,"Pangenome"
113112691.2,3,33,20,"Pangenome"
114020672,4,33,20,"Pangenome"
114603942.4,5,33,20,"Pangenome"
115003865.6,6,33,20,"Pangenome"
115542169.6,7,33,20,"Pangenome"
115841344,8,33,20,"Pangenome"
116314521.6,9,33,20,"Pangenome"
116539545.6,10,33,20,"Pangenome"
116776627.2,11,33,20,"Pangenome"
117209932.8,12,33,20,"Pangenome"
117542988.8,13,33,20,"Pangenome"
117706201.6,14,33,20,"Pangenome"
118015910.4,15,33,20,"Pangenome"
118179302.4,16,33,20,"Pangenome"
118468800,17,33,20,"Pangenome"
118741376,18,33,20,"Pangenome"
118996134.4,19,33,20,"Pangenome"
119118233.6,20,33,20,"Pangenome"
119234752,21,33,20,"Pangenome"
119462656,22,33,20,"Pangenome"
119591040,23,33,20,"Pangenome"
119792102.4,24,33,20,"Pangenome"
119869017.6,25,33,20,"Pangenome"
119964992,26,33,20,"Pangenome"
120067993.6,27,33,20,"Pangenome"
120271782.4,28,33,20,"Pangenome"
120356876.8,29,33,20,"Pangenome"
120543705.6,30,33,20,"Pangenome"
120734144,31,33,20,"Pangenome"
120906944,32,33,20,"Pangenome"
121072768,33,33,20,"Pangenome"
121252224,34,33,20,"Pangenome"
121401036.8,35,33,20,"Pangenome"
121535513.6,36,33,20,"Pangenome"
121689228.8,37,33,20,"Pangenome"
121850508.8,38,33,20,"Pangenome"
121936652.8,39,33,20,"Pangenome"
122021158.4,40,33,20,"Pangenome"
122075814.4,41,33,20,"Pangenome"
122228492.8,42,33,20,"Pangenome"
122370457.6,43,33,20,"Pangenome"
122482662.4,44,33,20,"Pangenome"
122604006.4,45,33,20,"Pangenome"
122677312,46,33,20,"Pangenome"
122795315.2,47,33,20,"Pangenome"
122849497.6,48,33,20,"Pangenome"
122965913.6,49,33,20,"Pangenome"
123087040,50,33,20,"Pangenome"
123154073.6,51,33,20,"Pangenome"
123214092.8,52,33,20,"Pangenome"
123337292.8,53,33,20,"Pangenome"
123450534.4,54,33,20,"Pangenome"
123565209.6,55,33,20,"Pangenome"
123683660.8,56,33,20,"Pangenome"
109295616,1,34,20,"Pangenome"
111818816,2,34,20,"Pangenome"
113054924.8,3,34,20,"Pangenome"
113994304,4,34,20,"Pangenome"
114699302.4,5,34,20,"Pangenome"
115299072,6,34,20,"Pangenome"
115715955.2,7,34,20,"Pangenome"
116029913.6,8,34,20,"Pangenome"
116312537.6,9,34,20,"Pangenome"
116542476.8,10,34,20,"Pangenome"
116930393.6,11,34,20,"Pangenome"
117109427.2,12,34,20,"Pangenome"
117463116.8,13,34,20,"Pangenome"
117629644.8,14,34,20,"Pangenome"
117939276.8,15,34,20,"Pangenome"
118228684.8,16,34,20,"Pangenome"
118349670.4,17,34,20,"Pangenome"
118480473.6,18,34,20,"Pangenome"
118758617.6,19,34,20,"Pangenome"
119002457.6,20,34,20,"Pangenome"
119231680,21,34,20,"Pangenome"
119338099.2,22,34,20,"Pangenome"
119458892.8,23,34,20,"Pangenome"
119683468.8,24,34,20,"Pangenome"
119905472,25,34,20,"Pangenome"
120126067.2,26,34,20,"Pangenome"
120339302.4,27,34,20,"Pangenome"
120468723.2,28,34,20,"Pangenome"
120642457.6,29,34,20,"Pangenome"
120749811.2,30,34,20,"Pangenome"
120926502.4,31,34,20,"Pangenome"
121108198.4,32,34,20,"Pangenome"
121285132.8,33,34,20,"Pangenome"
121448691.2,34,34,20,"Pangenome"
121514060.8,35,34,20,"Pangenome"
121587929.6,36,34,20,"Pangenome"
121734476.8,37,34,20,"Pangenome"
121879308.8,38,34,20,"Pangenome"
122032140.8,39,34,20,"Pangenome"
122076953.6,40,34,20,"Pangenome"
122210867.2,41,34,20,"Pangenome"
122296012.8,42,34,20,"Pangenome"
122421120,43,34,20,"Pangenome"
122556812.8,44,34,20,"Pangenome"
122622118.4,45,34,20,"Pangenome"
122694540.8,46,34,20,"Pangenome"
122814835.2,47,34,20,"Pangenome"
122892915.2,48,34,20,"Pangenome"
122969344,49,34,20,"Pangenome"
123084249.6,50,34,20,"Pangenome"
123209472,51,34,20,"Pangenome"
123319769.6,52,34,20,"Pangenome"
123420006.4,53,34,20,"Pangenome"
123479219.2,54,34,20,"Pangenome"
123590387.2,55,34,20,"Pangenome"
123683660.8,56,34,20,"Pangenome"
109303820.8,1,35,20,"Pangenome"
111416883.2,2,35,20,"Pangenome"
112419161.6,3,35,20,"Pangenome"
113581363.2,4,35,20,"Pangenome"
114024025.6,5,35,20,"Pangenome"
114779494.4,6,35,20,"Pangenome"
115101683.2,7,35,20,"Pangenome"
115377574.4,8,35,20,"Pangenome"
115932083.2,9,35,20,"Pangenome"
116398758.4,10,35,20,"Pangenome"
116607168,11,35,20,"Pangenome"
116993830.4,12,35,20,"Pangenome"
117160192,13,35,20,"Pangenome"
117528832,14,35,20,"Pangenome"
117875827.2,15,35,20,"Pangenome"
118198003.2,16,35,20,"Pangenome"
118340774.4,17,35,20,"Pangenome"
118477324.8,18,35,20,"Pangenome"
118761766.4,19,35,20,"Pangenome"
119016793.6,20,35,20,"Pangenome"
119235072,21,35,20,"Pangenome"
119470924.8,22,35,20,"Pangenome"
119689011.2,23,35,20,"Pangenome"
119898483.2,24,35,20,"Pangenome"
120100172.8,25,35,20,"Pangenome"
120291712,26,35,20,"Pangenome"
120446617.6,27,35,20,"Pangenome"
120528691.2,28,35,20,"Pangenome"
120630156.8,29,35,20,"Pangenome"
120703513.6,30,35,20,"Pangenome"
120887820.8,31,35,20,"Pangenome"
120968012.8,32,35,20,"Pangenome"
121132531.2,33,35,20,"Pangenome"
121293337.6,34,35,20,"Pangenome"
121384665.6,35,35,20,"Pangenome"
121470963.2,36,35,20,"Pangenome"
121619276.8,37,35,20,"Pangenome"
121760870.4,38,35,20,"Pangenome"
121903193.6,39,35,20,"Pangenome"
122057996.8,40,35,20,"Pangenome"
122138150.4,41,35,20,"Pangenome"
122195993.6,42,35,20,"Pangenome"
122266329.6,43,35,20,"Pangenome"
122394944,44,35,20,"Pangenome"
122537766.4,45,35,20,"Pangenome"
122675968,46,35,20,"Pangenome"
122787328,47,35,20,"Pangenome"
122927155.2,48,35,20,"Pangenome"
122988006.4,49,35,20,"Pangenome"
123095180.8,50,35,20,"Pangenome"
123210227.2,51,35,20,"Pangenome"
123264499.2,52,35,20,"Pangenome"
123391206.4,53,35,20,"Pangenome"
123459712,54,35,20,"Pangenome"
123566720,55,35,20,"Pangenome"
123683660.8,56,35,20,"Pangenome"
109305497.6,1,36,20,"Pangenome"
111847475.2,2,36,20,"Pangenome"
113140518.4,3,36,20,"Pangenome"
114011340.8,4,36,20,"Pangenome"
114707750.4,5,36,20,"Pangenome"
115222246.4,6,36,20,"Pangenome"
115616140.8,7,36,20,"Pangenome"
116101248,8,36,20,"Pangenome"
116555788.8,9,36,20,"Pangenome"
116816665.6,10,36,20,"Pangenome"
117181094.4,11,36,20,"Pangenome"
117395904,12,36,20,"Pangenome"
117723225.6,13,36,20,"Pangenome"
117907340.8,14,36,20,"Pangenome"
118061132.8,15,36,20,"Pangenome"
118195622.4,16,36,20,"Pangenome"
118478540.8,17,36,20,"Pangenome"
118760473.6,18,36,20,"Pangenome"
119013094.4,19,36,20,"Pangenome"
119272908.8,20,36,20,"Pangenome"
119496256,21,36,20,"Pangenome"
119582758.4,22,36,20,"Pangenome"
119793318.4,23,36,20,"Pangenome"
119981824,24,36,20,"Pangenome"
120169408,25,36,20,"Pangenome"
120339481.6,26,36,20,"Pangenome"
120519654.4,27,36,20,"Pangenome"
120614284.8,28,36,20,"Pangenome"
120705420.8,29,36,20,"Pangenome"
120806348.8,30,36,20,"Pangenome"
120906534.4,31,36,20,"Pangenome"
120982361.6,32,36,20,"Pangenome"
121140608,33,36,20,"Pangenome"
121285145.6,34,36,20,"Pangenome"
121370521.6,35,36,20,"Pangenome"
121451596.8,36,36,20,"Pangenome"
121535769.6,37,36,20,"Pangenome"
121684992,38,36,20,"Pangenome"
121832755.2,39,36,20,"Pangenome"
121991961.6,40,36,20,"Pangenome"
122129958.4,41,36,20,"Pangenome"
122252864,42,36,20,"Pangenome"
122329126.4,43,36,20,"Pangenome"
122465113.6,44,36,20,"Pangenome"
122517542.4,45,36,20,"Pangenome"
122654643.2,46,36,20,"Pangenome"
122780480,47,36,20,"Pangenome"
122900659.2,48,36,20,"Pangenome"
123035366.4,49,36,20,"Pangenome"
123151884.8,50,36,20,"Pangenome"
123222758.4,51,36,20,"Pangenome"
123288819.2,52,36,20,"Pangenome"
123393433.6,53,36,20,"Pangenome"
123513971.2,54,36,20,"Pangenome"
123630464,55,36,20,"Pangenome"
123683660.8,56,36,20,"Pangenome"
109311091.2,1,37,20,"Pangenome"
111816985.6,2,37,20,"Pangenome"
113085862.4,3,37,20,"Pangenome"
113830899.2,4,37,20,"Pangenome"
114339481.6,5,37,20,"Pangenome"
115026918.4,6,37,20,"Pangenome"
115598246.4,7,37,20,"Pangenome"
116110566.4,8,37,20,"Pangenome"
116495795.2,9,37,20,"Pangenome"
116924864,10,37,20,"Pangenome"
117284108.8,11,37,20,"Pangenome"
117624896,12,37,20,"Pangenome"
117916748.8,13,37,20,"Pangenome"
118192422.4,14,37,20,"Pangenome"
118469760,15,37,20,"Pangenome"
118717107.2,16,37,20,"Pangenome"
118886336,17,37,20,"Pangenome"
119129484.8,18,37,20,"Pangenome"
119280089.6,19,37,20,"Pangenome"
119404070.4,20,37,20,"Pangenome"
119593945.6,21,37,20,"Pangenome"
119798502.4,22,37,20,"Pangenome"
119924160,23,37,20,"Pangenome"
120011942.4,24,37,20,"Pangenome"
120146419.2,25,37,20,"Pangenome"
120245107.2,26,37,20,"Pangenome"
120337420.8,27,37,20,"Pangenome"
120523187.2,28,37,20,"Pangenome"
120693363.2,29,37,20,"Pangenome"
120854412.8,30,37,20,"Pangenome"
120943347.2,31,37,20,"Pangenome"
121106688,32,37,20,"Pangenome"
121208307.2,33,37,20,"Pangenome"
121299929.6,34,37,20,"Pangenome"
121473126.4,35,37,20,"Pangenome"
121612582.4,36,37,20,"Pangenome"
121685030.4,37,37,20,"Pangenome"
121755584,38,37,20,"Pangenome"
121816230.4,39,37,20,"Pangenome"
121954905.6,40,37,20,"Pangenome"
122086220.8,41,37,20,"Pangenome"
122222438.4,42,37,20,"Pangenome"
122349696,43,37,20,"Pangenome"
122472793.6,44,37,20,"Pangenome"
122610291.2,45,37,20,"Pangenome"
122680115.2,46,37,20,"Pangenome"
122825216,47,37,20,"Pangenome"
122901875.2,48,37,20,"Pangenome"
122976512,49,37,20,"Pangenome"
123095667.2,50,37,20,"Pangenome"
123212339.2,51,37,20,"Pangenome"
123288243.2,52,37,20,"Pangenome"
123404966.4,53,37,20,"Pangenome"
123514534.4,54,37,20,"Pangenome"
123584051.2,55,37,20,"Pangenome"
123683660.8,56,37,20,"Pangenome"
109281907.2,1,38,20,"Pangenome"
111808524.8,2,38,20,"Pangenome"
113032640,3,38,20,"Pangenome"
113950796.8,4,38,20,"Pangenome"
114496691.2,5,38,20,"Pangenome"
114937881.6,6,38,20,"Pangenome"
115272934.4,7,38,20,"Pangenome"
115865024,8,38,20,"Pangenome"
116068812.8,9,38,20,"Pangenome"
116293721.6,10,38,20,"Pangenome"
116495680,11,38,20,"Pangenome"
116938739.2,12,38,20,"Pangenome"
117282534.4,13,38,20,"Pangenome"
117645491.2,14,38,20,"Pangenome"
117984371.2,15,38,20,"Pangenome"
118313113.6,16,38,20,"Pangenome"
118573273.6,17,38,20,"Pangenome"
118707929.6,18,38,20,"Pangenome"
118830476.8,19,38,20,"Pangenome"
118950476.8,20,38,20,"Pangenome"
119071654.4,21,38,20,"Pangenome"
119336435.2,22,38,20,"Pangenome"
119452979.2,23,38,20,"Pangenome"
119549324.8,24,38,20,"Pangenome"
119654643.2,25,38,20,"Pangenome"
119895539.2,26,38,20,"Pangenome"
120110809.6,27,38,20,"Pangenome"
120321792,28,38,20,"Pangenome"
120520307.2,29,38,20,"Pangenome"
120682867.2,30,38,20,"Pangenome"
120860160,31,38,20,"Pangenome"
120920512,32,38,20,"Pangenome"
121101312,33,38,20,"Pangenome"
121263833.6,34,38,20,"Pangenome"
121421401.6,35,38,20,"Pangenome"
121576908.8,36,38,20,"Pangenome"
121718860.8,37,38,20,"Pangenome"
121861862.4,38,38,20,"Pangenome"
122001382.4,39,38,20,"Pangenome"
122119884.8,40,38,20,"Pangenome"
122198988.8,41,38,20,"Pangenome"
122260710.4,42,38,20,"Pangenome"
122395187.2,43,38,20,"Pangenome"
122469644.8,44,38,20,"Pangenome"
122557299.2,45,38,20,"Pangenome"
122686796.8,46,38,20,"Pangenome"
122746073.6,47,38,20,"Pangenome"
122856153.6,48,38,20,"Pangenome"
122942144,49,38,20,"Pangenome"
123011968,50,38,20,"Pangenome"
123131724.8,51,38,20,"Pangenome"
123240076.8,52,38,20,"Pangenome"
123354675.2,53,38,20,"Pangenome"
123476044.8,54,38,20,"Pangenome"
123584320,55,38,20,"Pangenome"
123683660.8,56,38,20,"Pangenome"
109280537.6,1,39,20,"Pangenome"
111769062.4,2,39,20,"Pangenome"
112799590.4,3,39,20,"Pangenome"
113726681.6,4,39,20,"Pangenome"
114278348.8,5,39,20,"Pangenome"
114917363.2,6,39,20,"Pangenome"
